numero;categoria;projeto;url;arquivo;tipo;origem_pdf;score_correspondencia
104;Saneamento;Saneamento Básico – Estado do Pará;https://ppi.gov.br/projetos/saneamento-basico-estado-do-para/;104_Saneamento_Saneamento_Basico_Estado_do_Para.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
105;Saneamento;Saneamento Básico – Estado do Pará – Bloco B;https://ppi.gov.br/projetos/saneamento-basico-estado-do-para-bloco-b/;105_Saneamento_Saneamento_Basico_Estado_do_Para_Bloco_B.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
106;Saneamento;Saneamento Básico – Estado do Rio Grande do Norte;https://ppi.gov.br/projetos/saneamento-basico-estado-do-rio-grande-do-norte/;106_Saneamento_Saneamento_Basico_Estado_do_Rio_Grande_do_Norte.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
107;Saneamento;Saneamento básico – Município de Porto Alegre/RS;https://ppi.gov.br/projetos/saneamento-basico-municipio-de-porto-alegre-rs/;107_Saneamento_Saneamento_basico_Municipio_de_Porto_Alegre_RS.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
108;Saneamento;Saneamento básico – São Gonçalo do Amarante/RN;https://ppi.gov.br/projetos/saneamento-basico-sao-goncalo-do-amarante-rn/;108_Saneamento_Saneamento_basico_Sao_Goncalo_do_Amarante_RN.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
109;Iluminação Pública;Iluminação Pública – São Félix do Xingu (PA);https://ppi.gov.br/projetos/iluminacao-publica-ip-sao-felix-do-xingu-pa/;109_Iluminacao_Publica_Iluminacao_Publica_Sao_Felix_do_Xingu_PA.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
110;Iluminação Pública;Iluminação Pública – São José do Rio Pardo (SP);https://ppi.gov.br/projetos/iluminacao-publica-sao-jose-do-rio-pardo-sp/;110_Iluminacao_Publica_Iluminacao_Publica_Sao_Jose_do_Rio_Pardo_SP.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
111;Iluminação Pública;Iluminação Pública – São José dos Pinhais (PR);https://ppi.gov.br/projetos/iluminacao-publica-sao-jose-dos-pinhais-pr/;111_Iluminacao_Publica_Iluminacao_Publica_Sao_Jose_dos_Pinhais_PR.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
112;Iluminação Pública;Iluminação Pública – São João Del Rei (MG);https://ppi.gov.br/projetos/iluminacao-publica-sao-joao-del-rei-mg/;112_Iluminacao_Publica_Iluminacao_Publica_Sao_Joao_Del_Rei_MG.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
113;Iluminação Pública;Iluminação Pública – São Pedro da Aldeia (RJ);https://ppi.gov.br/projetos/iluminacao-publica-sao-pedro-da-aldeia-rj/;113_Iluminacao_Publica_Iluminacao_Publica_Sao_Pedro_da_Aldeia_RJ.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
114;Iluminação Pública;Iluminação Pública – Timon (MA);https://ppi.gov.br/projetos/iluminacao-publica-ip-timon-ma/;114_Iluminacao_Publica_Iluminacao_Publica_Timon_MA.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
115;Iluminação Pública;Iluminação Pública – Timóteo (MG);https://ppi.gov.br/projetos/iluminacao-publica-timoteo-mg/;115_Iluminacao_Publica_Iluminacao_Publica_Timoteo_MG.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
116;Iluminação Pública;Iluminação Pública – Três Rios (RJ);https://ppi.gov.br/projetos/iluminacao-publica-tres-rios-rj/;116_Iluminacao_Publica_Iluminacao_Publica_Tres_Rios_RJ.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
117;Iluminação Pública;Iluminação Pública – Valença (BA);https://ppi.gov.br/projetos/iluminacao-publica-valenca-ba/;117_Iluminacao_Publica_Iluminacao_Publica_Valenca_BA.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
118;Iluminação Pública;Iluminação Pública – Vitória de Santo Antão (PE);https://ppi.gov.br/projetos/iluminacao-publica-vitoria-de-santo-antao-pe/;118_Iluminacao_Publica_Iluminacao_Publica_Vitoria_de_Santo_Antao_PE.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
119;Saneamento;Saneamento – CASAL (AL);https://ppi.gov.br/projetos/saneamento-casal-al/;119_Saneamento_Saneamento_CASAL_AL.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
120;Saneamento;Saneamento Básico – Estado do Pará – Bloco C;https://ppi.gov.br/projetos/saneamento-basico-estado-do-para-bloco-c/;120_Saneamento_Saneamento_Basico_Estado_do_Para_Bloco_C.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
121;Saneamento;Saneamento Básico – Estado do Pará – Bloco D;https://ppi.gov.br/projetos/saneamento-basico-estado-do-para-bloco-d/;121_Saneamento_Saneamento_Basico_Estado_do_Para_Bloco_D.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
122;Iluminação Pública;Iluminação Pública – Consórcio Alto Sertão (BA);https://ppi.gov.br/projetos/iluminacao-publica-consorcio-alto-sertao-ba/;122_Iluminacao_Publica_Iluminacao_Publica_Consorcio_Alto_Sertao_BA.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
123;Iluminação Pública;Iluminação Pública – Consórcio CONDER (PR);https://ppi.gov.br/projetos/iluminacao-publica-consorcio-conder-pr/;123_Iluminacao_Publica_Iluminacao_Publica_Consorcio_CONDER_PR.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
124;Iluminação Pública;Iluminação Pública – Teixeira de Freitas (BA);https://ppi.gov.br/projetos/iluminacao-publica-teixeira-de-freitas-ba/;124_Iluminacao_Publica_Iluminacao_Publica_Teixeira_de_Freitas_BA.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
125;Iluminação Pública;Iluminação Pública – Toledo (PR);https://ppi.gov.br/projetos/iluminacao-publica-ip-toledo-pr/;125_Iluminacao_Publica_Iluminacao_Publica_Toledo_PR.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
126;Iluminação Pública;Iluminação Pública – Vila Velha (ES);https://ppi.gov.br/projetos/iluminacao-publica-vila-velha-es/;126_Iluminacao_Publica_Iluminacao_Publica_Vila_Velha_ES.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
127;Habitação;Habitação para Locação Social – Campo Grande/MS;https://ppi.gov.br/projetos/locacao-social-campo-grande/;127_Habitacao_Habitacao_para_Locacao_Social_Campo_Grande_MS.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
128;Habitação;Habitação para Locação Social – Maceió/AL;https://ppi.gov.br/projetos/habitacao-para-locacao-social-maceio-al/;128_Habitacao_Habitacao_para_Locacao_Social_Maceio_AL.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
129;Habitação;Habitação para Locação Social – Recife/PE;https://ppi.gov.br/projetos/locacao-social-recife/;129_Habitacao_Habitacao_para_Locacao_Social_Recife_PE.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
130;Habitação;Habitação para Locação Social – Santo André/SP;https://ppi.gov.br/projetos/habitacao-para-locacao-social-santo-andre-sp/;130_Habitacao_Habitacao_para_Locacao_Social_Santo_Andre_SP.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
131;Saneamento;Distribuição de água e tratamento de esgoto - Estado do Rio de Janeiro - Blocos 1, 2 e 4;https://ppi.gov.br/projetos/distribuicao-de-agua-e-tratamento-de-esgoto-estado-do-rio-de-janeiro-blocos-1-2-e-4/;131_Saneamento_Distribuicao_de_agua_e_tratamento_de_esgoto_Estado_do_Rio_de_Janeiro_Blocos_1_2_e_4.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
132;Saneamento;Distribuição de água e tratamento de esgoto - Estado do Amapá;https://ppi.gov.br/projetos/distribuicao-de-agua-e-tratamento-de-esgoto-estado-do-amapa/;132_Saneamento_Distribuicao_de_agua_e_tratamento_de_esgoto_Estado_do_Amapa.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
133;Saneamento;Distribuição de água e tratamento de esgoto - Bloco B - Estado de Alagoas (Zona da Mata e Agreste);https://ppi.gov.br/projetos/distribuicao-de-agua-e-tratamento-de-esgoto-bloco-b-estado-de-alagoas-zona-da-mata-e-agreste/;133_Saneamento_Distribuicao_de_agua_e_tratamento_de_esgoto_Bloco_B_Estado_de_Alagoas_Zona_da_Mata_e_Agreste.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
134;Saneamento;Distribuição de água e tratamento de esgoto - Bloco A - Estado de Alagoas (RM Alagoas);https://ppi.gov.br/projetos/distribuicao-de-agua-e-tratamento-de-esgoto-bloco-a-estado-de-alagoas-rm-alagoas/;134_Saneamento_Distribuicao_de_agua_e_tratamento_de_esgoto_Bloco_A_Estado_de_Alagoas_RM_Alagoas.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
135;Saneamento;Saneamento Básico - Estado de Pernambuco - Bloco 1;https://ppi.gov.br/projetos/saneamento-basico-estado-de-pernambuco/;135_Saneamento_Saneamento_Basico_Estado_de_Pernambuco_Bloco_1.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
136;Saneamento;Saneamento Básico - Estado de Pernambuco - Bloco 2;https://ppi.gov.br/projetos/saneamento-basico-estado-de-pernambuco-bloco-2/;136_Saneamento_Saneamento_Basico_Estado_de_Pernambuco_Bloco_2.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
137;Saneamento;Serviços de resíduos sólidos urbanos, água e esgotamento sanitário - Município de São Simão/GO;https://ppi.gov.br/projetos/servicos-de-residuos-solidos-urbanos-agua-e-esgotamento-sanitario-municipio-de-sao-simao-go/;137_Saneamento_Servicos_de_residuos_solidos_urbanos_agua_e_esgotamento_sanitario_Sao_Simao_GO.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
138;Saneamento;Tratamento de esgoto - Estado do Ceará;https://ppi.gov.br/projetos/tratamento-de-esgoto-estado-do-ceara/;138_Saneamento_Tratamento_de_esgoto_Estado_do_Ceara.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
139;Saneamento;Esgotamento Sanitário - Crato/CE;https://ppi.gov.br/projetos/esgotamento-sanitario-crato-ce/;139_Saneamento_Esgotamento_Sanitario_Crato_CE.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
140;Saneamento;Distribuição de água e tratamento de esgoto - Estado do Rio de Janeiro - CEDAE (Bloco 3);https://ppi.gov.br/projetos/distribuicao-de-agua-e-tratamento-de-esgoto-estado-do-rio-de-janeiro-cedae-bloco-3/;140_Saneamento_Distribuicao_de_agua_e_tratamento_de_esgoto_Rio_de_Janeiro_CEDAE_Bloco_3.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
141;Saneamento;Corsan - Estado do Rio Grande do Sul;https://ppi.gov.br/projetos/corsan-estado-do-rio-grande-do-sul/;141_Saneamento_Corsan_Estado_do_Rio_Grande_do_Sul.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
142;Resíduos Sólidos;Resíduos Sólidos Urbanos - RSU - Consórcio Municipal Convale/MG;https://ppi.gov.br/projetos/residuos-solidos-urbanos-rsu-consorcio-municipal-convale-mg-uberaba-conceicao-das-alagoas-sacramento-delta-planura-campo-florido-verissimo-e-agua-comprida/;142_Residuos_Solidos_RSU_Consorcio_Municipal_Convale_MG.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
143;Resíduos Sólidos;Resíduos Sólidos Urbanos - RSU - Consórcio Municipal Comares/CE;https://ppi.gov.br/projetos/residuos-solidos-urbanos-rsu-consorcio-municipal-comares-ce-altaneira-barbalha-caririacu-crato-farias-brito-jardim-missao-velha-nova-olinda-e-santana-do-cariri/;143_Residuos_Solidos_RSU_Consorcio_Municipal_Comares_CE.pdf;PDF consolidado da base PPI;Pasta unificada auditada;0.99
144;Saneamento;Tratamento de esgoto - Município de Cariacica/ES;https://ppi.gov.br/projetos/tratamento-de-esgoto-municipio-de-cariacica-es/;144_Saneamento_Tratamento_de_esgoto_Municipio_de_Cariacica_ES.pdf;Ficha consolidada de fontes oficiais;PPI / BNDES / Governo do Espírito Santo;1
